eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85150271711,,,,LAYER-ADAPTIVE SPARSITY FOR THE MAGNITUDE-BASED PRUNING,cp,Conference Paper,Lee J.,,KAIST EE,,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85150271512,,,,Deep Equals Shallow for ReLU Networks in Kernel Regimes,cp,Conference Paper,Bietti A.,,New York University;INRIA Institut National de Recherche en Informatique et en Automatique,New York;Le Chesnay,United States;France,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150271319,,,,EMPIRICAL OR INVARIANT RISK MINIMIZATION? A SAMPLE COMPLEXITY PERSPECTIVE,cp,Conference Paper,Ahuja K.,,IBM Thomas J. Watson Research Center,Yorktown Heights,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150271262,,,,"SIGNATORY: DIFFERENTIABLE COMPUTATIONS OF THE SIGNATURE AND LOGSIGNATURE TRANSFORMS, ON BOTH CPU AND GPU",cp,Conference Paper,Kidger P.,,University of Oxford,Oxford,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150270693,,,,IMAGE AUGMENTATION IS ALL YOU NEED: REGULARIZING DEEP REINFORCEMENT LEARNING FROM PIXELS,cp,Conference Paper,Yarats D.,,New York University,New York,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,51,0,,,,,
2-s2.0-85150270692,,,,INTO THE WILD WITH AUDIOSCOPE: UNSUPERVISED AUDIO-VISUAL SEPARATION OF ON-SCREEN SOUNDS,cp,Conference Paper,Tzinis E.,,University of Illinois Urbana-Champaign,Urbana,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,15,0,,,,,
2-s2.0-85150270589,,,,OPAL: OFFLINE PRIMITIVE DISCOVERY FOR ACCELERATING OFFLINE REINFORCEMENT LEARNING,cp,Conference Paper,Ajay A.,,Google LLC;MIT,Mountain View;,United States;,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150270526,,,,FIDELITY-BASED DEEP ADIABATIC SCHEDULING,cp,Conference Paper,Ovits E.,,Tel Aviv University,Tel Aviv-Yafo,Israel,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150270490,,,,IDENTIFYING NONLINEAR DYNAMICAL SYSTEMS WITH MULTIPLE TIME SCALES AND LONG-RANGE DEPENDENCIES,cp,Conference Paper,Schmidt D.,,Medizinische Fakultät Mannheim,Mannheim,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150270477,,,,EXPLAINING THE EFFICACY OF COUNTERFACTUALLY AUGMENTED DATA,cp,Conference Paper,Kaushik D.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,16,0,,,,,
2-s2.0-85150270263,,,,PSEUDOSEG: DESIGNING PSEUDO LABELS FOR SEMANTIC SEGMENTATION,cp,Conference Paper,Zou Y.,,Virginia Polytechnic Institute and State University;Google LLC,Blacksburg;Mountain View,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,35,0,,,,,
2-s2.0-85150270055,,,,WHAT MAKES INSTANCE DISCRIMINATION GOOD FOR TRANSFER LEARNING?,cp,Conference Paper,Zhao N.,,City University of Hong Kong,Kowloon,Hong Kong,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,25,0,,,,,
2-s2.0-85150269809,,,,ADAPTIVE FEDERATED OPTIMIZATION,cp,Conference Paper,Reddi S.J.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,76,0,,,,,
2-s2.0-85150269803,,,,AN UNSUPERVISED DEEP LEARNING APPROACH FOR REAL-WORLD IMAGE DENOISING,cp,Conference Paper,Zheng D.,,Tsinghua University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150269592,,,,EXPLAINABLE DEEP ONE-CLASS CLASSIFICATION,cp,Conference Paper,Liznerski P.,,Technische Universität Kaiserslautern,Kaiserslautern,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,27,0,,,,,
2-s2.0-85150269481,,,,MOLECULE OPTIMIZATION BY EXPLAINABLE EVOLUTION,cp,Conference Paper,Chen B.,,Georgia Institute of Technology,Atlanta,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150269270,,,,THE IMPORTANCE OF PESSIMISM IN FIXED-DATASET POLICY OPTIMIZATION,cp,Conference Paper,Anonymous ,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150269052,,,,SUPPORT-SET BOTTLENECKS FOR VIDEO-TEXT REPRESENTATION LEARNING,cp,Conference Paper,Patrick M.,,Facebook Research,Menlo Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,29,0,,,,,
2-s2.0-85150268621,,,,THEORETICAL ANALYSIS OF SELF-TRAINING WITH DEEP NETWORKS ON UNLABELED DATA,cp,Conference Paper,Wei C.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,20,0,,,,,
2-s2.0-85150267993,,,,DUAL-MODE ASR: UNIFY AND IMPROVE STREAMING ASR WITH FULL-CONTEXT MODELING,cp,Conference Paper,Yu J.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,13,0,,,,,
2-s2.0-85150267081,,,,WANET - IMPERCEPTIBLE WARPING-BASED BACKDOOR ATTACK,cp,Conference Paper,Nguyen A.T.,,Hanoi University of Science and Technology;VinAI Research,Hanoi;,Viet Nam;,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,29,0,,,,,
2-s2.0-85150266960,,,,WINNING THE L2RPN CHALLENGE: POWER GRID MANAGEMENT VIA SEMI-MARKOV AFTERSTATE ACTOR-CRITIC,cp,Conference Paper,Yoon D.,,Korea Advanced Institute of Science and Technology,Daejeon,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150266821,,,,ON GRAPH NEURAL NETWORKS VERSUS GRAPH-AUGMENTED MLPS,cp,Conference Paper,Chen L.,,Courant Institute of Mathematical Sciences,New York,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150266400,,,,EXPLAINING BY IMITATING: UNDERSTANDING DECISIONS BY INTERPRETABLE POLICY LEARNING,cp,Conference Paper,Hüyük A.,,University of Cambridge,Cambridge,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150266276,,,,EARLY STOPPING IN DEEP NETWORKS: DOUBLE DESCENT AND HOW TO ELIMINATE IT,cp,Conference Paper,Heckel R.,,"Fakultät für Elektrotechnik und Informationstechnik, Technische Universität München;Rice University",Munich;Houston,Germany;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150266145,,,,TILTED EMPIRICAL RISK MINIMIZATION,cp,Conference Paper,Li T.,,CMU,Philadelphia,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150266110,,,,GAUGE EQUIVARIANT MESH CNNS ANISOTROPIC CONVOLUTIONS ON GEOMETRIC GRAPHS,cp,Conference Paper,de Haan P.,,Universiteit van Amsterdam;Qualcomm AI Research,Amsterdam;,Netherlands;,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85150265634,,,,TOWARDS IMPARTIAL MULTI-TASK LEARNING,cp,Conference Paper,Liu L.,,Tsinghua University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85150265367,,,,IMPLICIT UNDER-PARAMETERIZATION INHIBITS DATA-EFFICIENT DEEP REINFORCEMENT LEARNING,cp,Conference Paper,Kumar A.,,"University of California, Berkeley;Google LLC",Berkeley;Mountain View,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150265261,,,,FOOLING A COMPLETE NEURAL NETWORK VERIFIER,cp,Conference Paper,Zombori D.,,Szegedi Tudományegyetem (SZTE),Szeged,Hungary,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150265197,,,,COMPLEX QUERY ANSWERING WITH NEURAL LINK PREDICTORS,cp,Conference Paper,Arakelyan E.,,University College London,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,18,0,,,,,
2-s2.0-85150264936,,,,BETTER FINE-TUNING BY REDUCING REPRESENTATIONAL COLLAPSE,cp,Conference Paper,Aghajanyan A.,,Facebook,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,29,0,,,,,
2-s2.0-85150264811,,,,APPROXIMATE NEAREST NEIGHBOR NEGATIVE CONTRASTIVE LEARNING FOR DENSE TEXT RETRIEVAL,cp,Conference Paper,Xiong L.,,Microsoft Corporation,Redmond,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,141,0,,,,,
2-s2.0-85150264646,,,,GENERATIVE SCENE GRAPH NETWORKS,cp,Conference Paper,Deng F.,,Rutgers University,New Jersey,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150264591,,,,INDIVIDUALLY FAIR RANKING,cp,Conference Paper,Bower A.,,University of Michigan,Michigan City,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150264023,,,,"HEATING UP DECISION BOUNDARIES: ISOCAPACITORY SATURATION, ADVERSARIAL SCENARIOS AND GENERALIZATION BOUNDS",cp,Conference Paper,Georgiev B.,,Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS,Sankt Augustin,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150263965,,,,GRAPH-BASED CONTINUAL LEARNING,cp,Conference Paper,Tang B.,,Cornell University,Ithaca,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150263755,,,,BYPASSING THE AMBIENT DIMENSION: PRIVATE SGD WITH GRADIENT SUBSPACE IDENTIFICATION,cp,Conference Paper,Zhou Y.,,University of Minnesota Twin Cities,Minneapolis,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150263737,,,,REGULARIZATION MATTERS IN POLICY OPTIMIZATION - AN EMPIRICAL STUDY ON CONTINUOUS CONTROL,cp,Conference Paper,Liu Z.,,"University of California, Berkeley",Berkeley,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150263666,,,,MEMORY OPTIMIZATION FOR DEEP NETWORKS,cp,Conference Paper,Shah A.,,The University of Texas at Austin,Austin,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150263589,,,,DYNATUNE: DYNAMIC TENSOR PROGRAM OPTIMIZATION IN DEEP NEURAL NETWORK COMPILATION,cp,Conference Paper,Zhang M.,,Microsoft Corporation,Redmond,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85150263117,,,,ICLR 2021 - 9th International Conference on Learning Representations,cr,Conference Review,,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150262984,,,,PERSONALIZED FEDERATED LEARNING WITH FIRST ORDER MODEL OPTIMIZATION,cp,Conference Paper,Zhang M.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,23,0,,,,,
2-s2.0-85150262967,,,,C-LEARNING: LEARNING TO ACHIEVE GOALS VIA RECURSIVE CLASSIFICATION,cp,Conference Paper,Eysenbach B.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150262790,,,,WATCH-AND-HELP: A CHALLENGE FOR SOCIAL PERCEPTION AND HUMAN-AI COLLABORATION,cp,Conference Paper,Puig X.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85150262719,,,,HOPFIELD NETWORKS IS ALL YOU NEED,cp,Conference Paper,Ramsauer H.,,Johannes Kepler University Linz,Linz,Austria,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85150262557,,,,TRAJECTORY PREDICTION USING EQUIVARIANT CONTINUOUS CONVOLUTION,cp,Conference Paper,Walters R.,,Northeastern University,Shenyang,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150262300,,,,QPLEX: DUPLEX DUELING MULTI-AGENT Q-LEARNING,cp,Conference Paper,Wang J.,,Tsinghua University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,25,0,,,,,
2-s2.0-85150262024,,,,INCORPORATING SYMMETRY INTO DEEP DYNAMICS MODELS FOR IMPROVED GENERALIZATION,cp,Conference Paper,Wang R.,,Department of Computer Science and Engineering,San Diego,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150261533,,,,SHAPLEY EXPLANATION NETWORKS,cp,Conference Paper,Wang R.,,Purdue University,West Lafayette,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150261048,,,,SPARSE ENCODING FOR MORE-INTERPRETABLE FEATURE-SELECTING REPRESENTATIONS IN PROBABILISTIC MATRIX FACTORIZATION,cp,Conference Paper,Chang J.C.,,National Institutes of Health (NIH),Bethesda,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150260855,,,,MONTE-CARLO PLANNING AND LEARNING WITH LANGUAGE ACTION VALUE ESTIMATES,cp,Conference Paper,Jang Y.,,Korea Advanced Institute of Science and Technology,Daejeon,South Korea,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85150260629,,,,DEBERTA: DECODING-ENHANCED BERT WITH DISENTANGLED ATTENTION,cp,Conference Paper,He P.,,Microsoft Dynamics 365 AI,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,164,0,,,,,
2-s2.0-85150260591,,,,BSQ: EXPLORING BIT-LEVEL SPARSITY FOR MIXED-PRECISION NEURAL NETWORK QUANTIZATION,cp,Conference Paper,Yang H.,,Duke University,Durham,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85150260517,,,,UNIVERSAL APPROXIMATION POWER OF DEEP RESIDUAL NEURAL NETWORKS VIA NONLINEAR CONTROL THEORY,cp,Conference Paper,Tabuada P.,,"University of California, Los Angeles",Los Angeles,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150259868,,,,GENERATIVE LANGUAGE-GROUNDED POLICY IN VISION-AND-LANGUAGE NAVIGATION WITH BAYES' RULE,cp,Conference Paper,Kurita S.,,Riken,Wako,Japan,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150259300,,,,ON THE ROLE OF PLANNING IN MODEL-BASED DEEP REINFORCEMENT LEARNING,cp,Conference Paper,Hamrick J.B.,,DeepMind Technologies Limited,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150259210,,,,FANTASTIC FOUR: DIFFERENTIABLE BOUNDS ON SINGULAR VALUES OF CONVOLUTION LAYERS,cp,Conference Paper,Singla S.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150258534,,,,CERTIFY OR PREDICT: BOOSTING CERTIFIED ROBUSTNESS WITH COMPOSITIONAL ARCHITECTURES,cp,Conference Paper,Müller M.N.,,ETH Zürich,"Zurich ZH,",Switzerland,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150258391,,,,PROVABLE RICH OBSERVATION REINFORCEMENT LEARNING WITH COMBINATORIAL LATENT STATES,cp,Conference Paper,Misra D.,,Microsoft Research,Redmond,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150258127,,,,A GOOD IMAGE GENERATOR IS WHAT YOU NEED FOR HIGH-RESOLUTION VIDEO SYNTHESIS,cp,Conference Paper,Tian Y.,,Snap Inc.;Rutgers University,Santa Monica;New Jersey,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,16,0,,,,,
2-s2.0-85150258016,,,,LEARNING TO LIVE WITH DALE'S PRINCIPLE: ANNS WITH SEPARATE EXCITATORY AND INHIBITORY UNITS,cp,Conference Paper,Cornford J.,,Université McGill;Mila,Montreal;Quebec,Canada;Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150257614,,,,TARGETED ATTACK AGAINST DEEP NEURAL NETWORKS VIA FLIPPING LIMITED WEIGHT BITS,cp,Conference Paper,Bai J.,,Peng Cheng Laboratory;Tencent;Tsinghua University,Shenzhen;Shenzhen;Beijing,China;China;China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
